Event,Site,Date,Round,White,Black,Result
Rated Bullet game,https://lichess.org/9C0jnfsx,2020.08.12,?,danende-dan,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/xsOVozWw,2020.08.12,?,waltalgg,kosandvik,1-0
Rated Bullet game,https://lichess.org/qOU4sBtF,2020.08.12,?,Ahmed_Basha999,waltalgg,0-1
Rated Bullet game,https://lichess.org/YmHnBAlw,2020.08.12,?,waltalgg,WuffWuff,1-0
Rated Bullet game,https://lichess.org/37KRTzBt,2020.08.12,?,DrPrle,waltalgg,0-1
Rated Bullet game,https://lichess.org/wQJuV6FO,2020.08.12,?,waltalgg,Neghittoso,0-1
Rated Bullet game,https://lichess.org/XLW8ZvFV,2020.08.12,?,ebolkan,waltalgg,1-0
Rated Bullet game,https://lichess.org/1WOM8EcW,2020.08.12,?,waltalgg,ripou,1-0
Rated Bullet game,https://lichess.org/EUZJejLd,2020.08.12,?,Bekimi,waltalgg,1-0
Rated Bullet game,https://lichess.org/1WcoA1HP,2020.08.11,?,waltalgg,sandrojbr,0-1
Rated Bullet game,https://lichess.org/LT34YAGD,2020.08.11,?,LeheL12,waltalgg,1-0
Rated Bullet game,https://lichess.org/zWHDgV67,2020.08.11,?,waltalgg,Thanos2049,0-1
Rated Bullet game,https://lichess.org/6IHGQGWp,2020.08.11,?,KReteNek,waltalgg,0-1
Rated Bullet game,https://lichess.org/B0TbL1su,2020.08.11,?,waltalgg,seinseii,1-0
Rated Bullet game,https://lichess.org/47QkhY7I,2020.08.11,?,BAA78,waltalgg,1-0
Rated Bullet game,https://lichess.org/zvw69kAH,2020.08.11,?,waltalgg,Rasmy79,1-0
Rated Bullet game,https://lichess.org/o8IxtTLh,2020.08.11,?,Splitrange,waltalgg,1-0
Rated Bullet game,https://lichess.org/q0mh6anG,2020.08.11,?,waltalgg,lavzenavi,1-0
Rated Bullet game,https://lichess.org/RiCzpIH9,2020.08.11,?,waltalgg,Peteneras,0-1
Rated Bullet game,https://lichess.org/VF6zaWYO,2020.08.11,?,gcera,waltalgg,0-1
Rated Bullet game,https://lichess.org/jOXgmTlA,2020.08.11,?,waltalgg,javalam,0-1
Rated Bullet game,https://lichess.org/HtwhdFfK,2020.08.11,?,carl95,waltalgg,0-1
Rated Bullet game,https://lichess.org/twGzmgGH,2020.08.11,?,oberena,waltalgg,0-1
Rated Bullet game,https://lichess.org/0V06Dd25,2020.08.11,?,fan_tactic,waltalgg,0-1
Rated Bullet game,https://lichess.org/0ccLcXEg,2020.08.11,?,waltalgg,Laredefa,0-1
Rated Bullet game,https://lichess.org/1OYVgUlS,2020.08.11,?,waltalgg,Josiah111,1-0
Rated Bullet game,https://lichess.org/HMUIeFRq,2020.08.11,?,denimotor,waltalgg,1-0
Rated Bullet game,https://lichess.org/YTmvixXF,2020.08.11,?,waltalgg,mohamad170033,0-1
Rated Bullet game,https://lichess.org/getacBNM,2020.08.11,?,loscigarros,waltalgg,0-1
Rated Bullet game,https://lichess.org/9LG6jAov,2020.08.11,?,waltalgg,Witarsa_land,0-1
Rated Bullet game,https://lichess.org/xi0YJ6hQ,2020.08.11,?,Thanos2049,waltalgg,0-1
Rated Bullet game,https://lichess.org/gHzjEf5F,2020.08.11,?,waltalgg,C4ylak,0-1
Rated Bullet game,https://lichess.org/h83OeoQ1,2020.08.11,?,waltalgg,eaglecastle,0-1
Rated Bullet game,https://lichess.org/3GCs1K6Y,2020.08.11,?,AlanWGP,waltalgg,0-1
Rated Bullet game,https://lichess.org/hKJGsl70,2020.08.11,?,nageshgp,waltalgg,0-1
Rated Bullet game,https://lichess.org/S6SbstyE,2020.08.11,?,waltalgg,Abhishek753,0-1
Rated Bullet game,https://lichess.org/xxstOzAp,2020.08.11,?,waltalgg,hilalavsar,1-0
Rated Bullet game,https://lichess.org/MdtAB1hJ,2020.08.11,?,waltalgg,iosif88,1-0
Rated Bullet game,https://lichess.org/AuJccwQX,2020.08.11,?,iosif88,waltalgg,0-1
Rated Bullet game,https://lichess.org/r2HKap1h,2020.08.11,?,ferfordk,waltalgg,0-1
Rated Bullet game,https://lichess.org/94kEl9Sc,2020.08.11,?,waltalgg,dcp000,1-0
Rated Bullet game,https://lichess.org/Qo71QhIy,2020.08.11,?,OmpTTTeom,waltalgg,0-1
Rated Bullet game,https://lichess.org/FGZHfpzG,2020.08.11,?,Morpheus2199,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/mlpvcCbU,2020.08.11,?,waltalgg,prateeekv,0-1
Rated Bullet game,https://lichess.org/eLFRvwE2,2020.08.11,?,medrazz,waltalgg,1-0
Rated Bullet game,https://lichess.org/BBZdVnGg,2020.08.11,?,iosif88,waltalgg,1-0
Rated Bullet game,https://lichess.org/234KZOkv,2020.08.11,?,waltalgg,UFO-Land,1-0
Rated Bullet game,https://lichess.org/gzrWuVRt,2020.08.11,?,waltalgg,javalam,0-1
Rated Bullet game,https://lichess.org/CHTF1dDi,2020.08.11,?,waltalgg,Ahmed_Basha999,1/2-1/2
Rated Bullet game,https://lichess.org/A2sViYEF,2020.08.11,?,waltalgg,Ss30,1-0
Rated Bullet game,https://lichess.org/tQdGynjz,2020.08.11,?,kaancetinyurek,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/CN7CYA0O,2020.08.11,?,waltalgg,Viktorkkk,1/2-1/2
Rated Bullet game,https://lichess.org/a9TN5BKN,2020.08.11,?,avenuestudgrad,waltalgg,0-1
Rated Bullet game,https://lichess.org/do9Ilp6Q,2020.08.11,?,slavik00,waltalgg,0-1
Rated Bullet game,https://lichess.org/pPaTnLdP,2020.08.11,?,On-1,waltalgg,0-1
Rated Bullet game,https://lichess.org/KTbzYWbO,2020.08.11,?,waltalgg,Kcd,1-0
Rated Bullet game,https://lichess.org/jaFWOCCU,2020.08.11,?,waltalgg,behrooz110,1-0
Rated Bullet game,https://lichess.org/DPMliA4R,2020.08.11,?,Avira2018,waltalgg,0-1
Rated Bullet game,https://lichess.org/LZZwIfdE,2020.08.11,?,chesshouse,waltalgg,1-0
Rated Bullet game,https://lichess.org/jaoUyb9a,2020.08.11,?,waltalgg,gagi92,0-1
Rated Bullet game,https://lichess.org/qlN6yJrH,2020.08.11,?,waltalgg,RushMolotov,1-0
Rated Bullet game,https://lichess.org/JLAT0sER,2020.08.11,?,waltalgg,lennybrucey11,1-0
Rated Bullet game,https://lichess.org/Ue96iBYa,2020.08.11,?,waltalgg,Lucifers,0-1
Rated Bullet game,https://lichess.org/N8sMhC0P,2020.08.11,?,ibranev,waltalgg,1-0
Rated Bullet game,https://lichess.org/n3V6bIbY,2020.08.11,?,Volstaggg,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/BMxChrNm,2020.08.11,?,please_focus,waltalgg,0-1
Rated Bullet game,https://lichess.org/FGNXySny,2020.08.11,?,waltalgg,Defragmentator,1-0
Rated Bullet game,https://lichess.org/51JzMAC7,2020.08.11,?,madman_tal,waltalgg,1-0
Rated Bullet game,https://lichess.org/Zh5lw7QZ,2020.08.11,?,osmanbet10,waltalgg,0-1
Rated Bullet game,https://lichess.org/g9QH0jtS,2020.08.11,?,waltalgg,montenegrin,1/2-1/2
Rated Bullet game,https://lichess.org/Yy2j7UtH,2020.08.11,?,waltalgg,martinbrownstone,0-1
Rated Bullet game,https://lichess.org/gui2htxQ,2020.08.11,?,waltalgg,baagie,1-0
Rated Bullet game,https://lichess.org/RGmIp7sK,2020.08.11,?,baagie,waltalgg,1-0
Rated Bullet game,https://lichess.org/FG1KUt9H,2020.08.11,?,waltalgg,Bongo14,0-1
Rated Bullet game,https://lichess.org/P1qnQ2Wy,2020.08.11,?,mctoraman,waltalgg,0-1
Rated Bullet game,https://lichess.org/A1lmZXCk,2020.08.11,?,bozkurtfrkn,waltalgg,0-1
Rated Bullet game,https://lichess.org/LGHobSpW,2020.08.10,?,waltalgg,looseguce,0-1
Rated Bullet game,https://lichess.org/euofZRDV,2020.08.10,?,waltalgg,cookiebot,0-1
Rated Bullet game,https://lichess.org/f0qzqG17,2020.08.10,?,viralblackz,waltalgg,1-0
Rated Bullet game,https://lichess.org/ffXimySE,2020.08.10,?,waltalgg,KushtrimB,1-0
Rated Bullet game,https://lichess.org/AVgneUjv,2020.08.10,?,cheszpo,waltalgg,1-0
Rated Bullet game,https://lichess.org/YVvg8waL,2020.08.10,?,waltalgg,Hoholenko,0-1
Rated Bullet game,https://lichess.org/OMVoyzv3,2020.08.10,?,Chandru_99,waltalgg,0-1
Rated Bullet game,https://lichess.org/T38wrQ0y,2020.08.10,?,b_kozino,waltalgg,0-1
Rated Bullet game,https://lichess.org/SJttyEXQ,2020.08.10,?,waltalgg,nani50,0-1
Rated Bullet game,https://lichess.org/4Tw9lwDX,2020.08.10,?,waltalgg,BidakSakti,0-1
Rated Bullet game,https://lichess.org/Fn637Mkx,2020.08.10,?,waltalgg,CelsoBritto,0-1
Rated Bullet game,https://lichess.org/QbuwVLz0,2020.08.10,?,dvs15lsa,waltalgg,1-0
Rated Bullet game,https://lichess.org/RiqJS1KJ,2020.08.10,?,Marcone5,waltalgg,0-1
Rated Bullet game,https://lichess.org/XAO7LJIT,2020.08.10,?,waltalgg,WoodAri,0-1
Rated Bullet game,https://lichess.org/oPKmhS4r,2020.08.10,?,FTKC,waltalgg,0-1
Rated Bullet game,https://lichess.org/ARhmTpuL,2020.08.10,?,waltalgg,lennybrucey11,1-0
Rated Bullet game,https://lichess.org/lfMn1Es4,2020.08.10,?,aynur7,waltalgg,1-0
Rated Bullet game,https://lichess.org/f8EXW7Az,2020.08.10,?,jessica133,waltalgg,1-0
Rated Bullet game,https://lichess.org/GkVEu0Ew,2020.08.10,?,waltalgg,caxan,0-1
Rated Bullet game,https://lichess.org/ShtSviVT,2020.08.10,?,spinozetto,waltalgg,0-1
Rated Bullet game,https://lichess.org/EX1cXpcj,2020.08.10,?,waltalgg,culleux,1-0
Rated Bullet game,https://lichess.org/Gfe7Yskd,2020.08.10,?,waltalgg,Hoholenko,0-1
Rated Bullet game,https://lichess.org/bwu8B6w1,2020.08.10,?,Guliaka,waltalgg,0-1
Rated Bullet game,https://lichess.org/GdfKQ5vs,2020.08.10,?,rudymirasol888,waltalgg,1-0
Rated Bullet game,https://lichess.org/6Ym1DR7e,2020.08.10,?,waltalgg,WildYakk,1/2-1/2
Rated Bullet game,https://lichess.org/fHnEBwTt,2020.08.10,?,waltalgg,whatshelle,0-1
Rated Bullet game,https://lichess.org/CAQODGE0,2020.08.10,?,tofany,waltalgg,0-1
Rated Bullet game,https://lichess.org/46ZSGQmk,2020.08.09,?,waltalgg,ford20,0-1
Rated Bullet game,https://lichess.org/aNftU4pC,2020.08.09,?,joanarev,waltalgg,0-1
Rated Bullet game,https://lichess.org/FwP4DfCc,2020.08.09,?,waltalgg,hakikat_2,1-0
Rated Bullet game,https://lichess.org/516Ppgb0,2020.08.09,?,diafanos,waltalgg,1-0
Rated Bullet game,https://lichess.org/iLmx12xg,2020.08.09,?,waltalgg,fabi504,1-0
Rated Bullet game,https://lichess.org/gZfk0fGf,2020.08.09,?,ostrac54,waltalgg,1-0
Rated Bullet game,https://lichess.org/R4Zvl3x3,2020.08.09,?,waltalgg,Cfrkrby,0-1
Rated Blitz game,https://lichess.org/WPPJ5Yze,2020.08.09,?,JPabloDiazR_999,waltalgg,1-0
Rated Bullet game,https://lichess.org/asFRwnoP,2020.08.09,?,tictacto,waltalgg,0-1
Rated Bullet game,https://lichess.org/zNMlUlgc,2020.08.09,?,waltalgg,AZR43L,0-1
Rated Bullet game,https://lichess.org/yICCKh5J,2020.08.09,?,waltalgg,elcientifico,0-1
Rated Bullet game,https://lichess.org/iMIJYRzS,2020.08.09,?,waltalgg,captainhan,1-0
Rated Bullet game,https://lichess.org/qTCN49vA,2020.08.09,?,Kcd,waltalgg,0-1
Rated Bullet game,https://lichess.org/iqSj7Gbi,2020.08.09,?,Ninjadev,waltalgg,0-1
Rated Bullet game,https://lichess.org/XwSTLIUs,2020.08.09,?,lennybrucey11,waltalgg,1-0
Rated Bullet game,https://lichess.org/N1m2LS5g,2020.08.09,?,waltalgg,ziv_ziv,1-0
Rated Bullet game,https://lichess.org/ZJYw7zOd,2020.08.09,?,waltalgg,birbahcemizvar,0-1
Rated Bullet game,https://lichess.org/sj1lWMJ8,2020.08.09,?,waltalgg,Pawnfull,1/2-1/2
Rated Bullet game,https://lichess.org/o798I0nI,2020.08.09,?,danviana,waltalgg,0-1
Rated Bullet game,https://lichess.org/2g3qeXul,2020.08.09,?,waltalgg,Sumesh_Kerala,0-1
Rated Bullet game,https://lichess.org/tVoQToL2,2020.08.09,?,CRIXUUS,waltalgg,1-0
Rated Bullet game,https://lichess.org/V9oPW27S,2020.08.09,?,jinvodoo,waltalgg,0-1
Rated Bullet game,https://lichess.org/9q9bCF9J,2020.08.09,?,waltalgg,cricospoetos,0-1
Rated Bullet game,https://lichess.org/Xu8d6BRE,2020.08.09,?,Enes_1965,waltalgg,1-0
Rated Bullet game,https://lichess.org/OseZXrnv,2020.08.09,?,waltalgg,Master2029,1-0
Rated Bullet game,https://lichess.org/6erxKFn6,2020.08.09,?,lessthanthreebotez,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/NM07d8TB,2020.08.09,?,waltalgg,OmpTTTeom,0-1
Rated Bullet game,https://lichess.org/eFD1lq8u,2020.08.09,?,waltalgg,nilay_p,1-0
Rated Bullet game,https://lichess.org/v7ewi2nc,2020.08.09,?,LaTedri,waltalgg,1-0
Rated Bullet game,https://lichess.org/S17d9cyn,2020.08.09,?,hayalolsamm,waltalgg,0-1
Rated Bullet game,https://lichess.org/62Ln0JBE,2020.08.09,?,waltalgg,Bilgisler,1-0
Rated Bullet game,https://lichess.org/XU2TDEKG,2020.08.09,?,Abubak,waltalgg,0-1
Rated Bullet game,https://lichess.org/cF7KqXJs,2020.08.09,?,waltalgg,SaveSyria,1-0
Rated Blitz game,https://lichess.org/afoJUuEn,2020.08.09,?,waltalgg,samckp1,0-1
Rated Bullet game,https://lichess.org/hK4jmJIC,2020.08.08,?,Merylo06,waltalgg,1-0
Rated Bullet game,https://lichess.org/kulNK3ry,2020.08.08,?,pandey,waltalgg,1-0
Rated Bullet game,https://lichess.org/MAUB3Pbw,2020.08.08,?,waltalgg,Raznik,0-1
Rated Bullet game,https://lichess.org/M131tB6l,2020.08.08,?,mhezz,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/iL6rbxN9,2020.08.08,?,waltalgg,Spoof07,0-1
Rated Bullet game,https://lichess.org/T16myAet,2020.08.08,?,MascielDiaz,waltalgg,1-0
Rated Bullet game,https://lichess.org/0dQ5vS2k,2020.08.08,?,waltalgg,Tara5,1-0
Rated Bullet game,https://lichess.org/M8PhABT4,2020.08.08,?,Viktorkkk,waltalgg,0-1
Rated Bullet game,https://lichess.org/gpL7U8jW,2020.08.08,?,waltalgg,MrRobotII,0-1
Rated Bullet game,https://lichess.org/9WfOYQ7N,2020.08.07,?,nexusmate,waltalgg,1-0
Rated Bullet game,https://lichess.org/WDENKuHo,2020.08.07,?,waltalgg,flying_rum,0-1
Rated Bullet game,https://lichess.org/a8MMVbvh,2020.08.07,?,waltalgg,HiddeM,1/2-1/2
Rated Bullet game,https://lichess.org/VzhKyecy,2020.08.07,?,Milankovic,waltalgg,1-0
Rated Bullet game,https://lichess.org/PvGFD4Of,2020.08.07,?,sandrojbr,waltalgg,0-1
Rated Bullet game,https://lichess.org/JHhTtvIM,2020.08.07,?,freshistheworld,waltalgg,0-1
Rated Bullet game,https://lichess.org/i3TJEDZt,2020.08.07,?,waltalgg,VolodyaOT,0-1
Rated Bullet game,https://lichess.org/2Has1gsg,2020.08.07,?,waltalgg,robert_duke,1-0
Rated Bullet game,https://lichess.org/xb1TBbNW,2020.08.07,?,waltalgg,somarfarias,1-0
Rated Bullet game,https://lichess.org/PDXYAr0Q,2020.08.07,?,dimarus,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/THsyX29v,2020.08.07,?,bolshoibooze,waltalgg,1-0
Rated Bullet game,https://lichess.org/S4DukTlf,2020.08.07,?,waltalgg,Chess_kung_fu,1-0
Rated Bullet game,https://lichess.org/C3XGaatD,2020.08.07,?,Anand88,waltalgg,1-0
Rated Bullet game,https://lichess.org/9EaqaKmf,2020.08.07,?,flying_rum,waltalgg,1-0
Rated Bullet game,https://lichess.org/83fXo5Kv,2020.08.07,?,waltalgg,IceBurg,1-0
Rated Bullet game,https://lichess.org/GUNLXZof,2020.08.07,?,waltalgg,Asad261,0-1
Rated Bullet game,https://lichess.org/6kHWchJo,2020.08.07,?,antonioguitarrista,waltalgg,0-1
Rated Bullet game,https://lichess.org/zFMM6hb0,2020.08.07,?,waltalgg,kareldost,1-0
Rated Bullet game,https://lichess.org/GCEDZ7Y1,2020.08.07,?,slavik00,waltalgg,0-1
Rated Bullet game,https://lichess.org/htK5ze0c,2020.08.07,?,OHPZ,waltalgg,1-0
Rated Bullet game,https://lichess.org/XS4aiTZF,2020.08.07,?,waltalgg,hessameddin,0-1
Rated Bullet game,https://lichess.org/jLmYIBQ5,2020.08.07,?,waltalgg,lavzenavi,1-0
Rated Bullet game,https://lichess.org/YfThfqnY,2020.08.07,?,nejc4577,waltalgg,1-0
Rated Bullet game,https://lichess.org/2hH3kCJ3,2020.08.07,?,waltalgg,darkoni,1-0
Rated Bullet game,https://lichess.org/sI7PFiKS,2020.08.07,?,Geno_cide,waltalgg,1-0
Rated Bullet game,https://lichess.org/iyFrv0R5,2020.08.07,?,solar_lumen,waltalgg,1-0
Rated Bullet game,https://lichess.org/mDpo0OXE,2020.08.07,?,waltalgg,Goldanbali,1-0
Rated Bullet game,https://lichess.org/Ca5bTfzk,2020.08.07,?,waltalgg,Frimos,1-0
Rated Bullet game,https://lichess.org/X0OwYVGD,2020.08.07,?,waltalgg,England1985,1-0
Rated Bullet game,https://lichess.org/Qfxlxomi,2020.08.07,?,Amriekjohn,waltalgg,1-0
Rated Bullet game,https://lichess.org/O51fkFqa,2020.08.07,?,Opositor,waltalgg,1-0
Rated Bullet game,https://lichess.org/HA2pxqEA,2020.08.07,?,link1985,waltalgg,1-0
Rated Bullet game,https://lichess.org/WGEtaM5J,2020.08.07,?,waltalgg,MSOGG,0-1
Rated Bullet game,https://lichess.org/kp1wGhJl,2020.08.07,?,waltalgg,mpdiaz,1-0
Rated Bullet game,https://lichess.org/ndc2sGX5,2020.08.07,?,shantal01,waltalgg,0-1
Rated Bullet game,https://lichess.org/713RuPxg,2020.08.07,?,waltalgg,Amriekjohn,1/2-1/2
Rated Bullet game,https://lichess.org/mdQCM9p4,2020.08.07,?,bekado,waltalgg,1-0
Rated Bullet game,https://lichess.org/Lr8Di7x6,2020.08.06,?,waltalgg,PegaRei,1-0
Rated Bullet game,https://lichess.org/kon1M6Vb,2020.08.06,?,waltalgg,erco08,0-1
Rated Bullet game,https://lichess.org/NktPHYvY,2020.08.06,?,Sinagaledari7,waltalgg,0-1
Rated Bullet game,https://lichess.org/9mEY6hp7,2020.08.06,?,waltalgg,IrfannEmRe,0-1
Rated Bullet game,https://lichess.org/iyr9srMf,2020.08.06,?,sergiosancarp,waltalgg,0-1
Rated Bullet game,https://lichess.org/9IJlFGSX,2020.08.06,?,waltalgg,Thanos2049,0-1
Rated Bullet game,https://lichess.org/vgEFBz52,2020.08.06,?,Uxbern,waltalgg,0-1
Rated Bullet game,https://lichess.org/uZNr1572,2020.08.06,?,waltalgg,sergiosancarp,1-0
Rated Bullet game,https://lichess.org/O6VLMTxA,2020.08.06,?,yisroelg,waltalgg,1-0
Rated Bullet game,https://lichess.org/90X8cZ1M,2020.08.06,?,Nchimunya,waltalgg,0-1
Rated Bullet game,https://lichess.org/oUceUXmf,2020.08.06,?,waltalgg,CaspianSea,0-1
Rated Bullet game,https://lichess.org/6tDcLvnH,2020.08.06,?,Thanos2049,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/LKWEEIH7,2020.08.06,?,waltalgg,Shapa1900,1-0
Rated Bullet game,https://lichess.org/zb1uiCkP,2020.08.06,?,almostagm,waltalgg,0-1
Rated Bullet game,https://lichess.org/jyzjps2S,2020.08.06,?,waltalgg,redbishops,0-1
Rated Bullet game,https://lichess.org/GAI3jwyB,2020.08.06,?,brunofm,waltalgg,1-0
Rated Bullet game,https://lichess.org/iN9T6uV9,2020.08.06,?,Domino95,waltalgg,1-0
Rated Bullet game,https://lichess.org/Ozq8ph2n,2020.08.06,?,waltalgg,I_N_X_S,0-1
Rated Bullet game,https://lichess.org/zGZ4dQdB,2020.08.06,?,waltalgg,Magic_254,1-0
Rated Bullet game,https://lichess.org/wslqLPpi,2020.08.06,?,JoanGG,waltalgg,0-1
Rated Bullet game,https://lichess.org/huDUfz5B,2020.08.06,?,waltalgg,xdavide,0-1
Rated Bullet game,https://lichess.org/6PrtXrm4,2020.08.06,?,waltalgg,sitand,1-0
Rated Bullet game,https://lichess.org/7eXOYETK,2020.08.06,?,Thanos2049,waltalgg,0-1
Rated Bullet game,https://lichess.org/1trMpZMV,2020.08.05,?,stefano420,waltalgg,1-0
Rated Bullet game,https://lichess.org/J7IidLQk,2020.08.05,?,waltalgg,ivanzarpy,0-1
Rated Bullet game,https://lichess.org/GKqZ2Uw1,2020.08.05,?,waltalgg,karim129,1-0
Rated Bullet game,https://lichess.org/BDvnFKeT,2020.08.05,?,GAWR,waltalgg,0-1
Rated Bullet game,https://lichess.org/5IPY7eYN,2020.08.05,?,mdaniyaao,waltalgg,1-0
Rated Bullet game,https://lichess.org/6gOD6Xx5,2020.08.05,?,waltalgg,albertogarcia_55,1-0
Rated Bullet game,https://lichess.org/jiB8Kl41,2020.08.05,?,tolanbus,waltalgg,0-1
Rated Bullet game,https://lichess.org/MKNtN9Tb,2020.08.05,?,waltalgg,albertogarcia_55,0-1
Rated Bullet game,https://lichess.org/sEeJpAAX,2020.08.05,?,fab191919,waltalgg,1-0
Rated Bullet game,https://lichess.org/HgZrSZPY,2020.08.05,?,waltalgg,TheWolfAmongUs,1-0
Rated Bullet game,https://lichess.org/7GXGL1pD,2020.08.05,?,sokrates272,waltalgg,0-1
Rated Bullet game,https://lichess.org/PJ5jzOQS,2020.08.05,?,waltalgg,tgm,0-1
Rated Bullet game,https://lichess.org/n3oDE6p6,2020.08.05,?,RABG,waltalgg,0-1
Rated Bullet game,https://lichess.org/zssuVmGA,2020.08.05,?,waltalgg,wahba131313,1-0
Rated Bullet game,https://lichess.org/mwDORiSL,2020.08.05,?,Dhirencit098,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/yefQcJE9,2020.08.05,?,fabi504,waltalgg,0-1
Rated Bullet game,https://lichess.org/qHP2FZHN,2020.08.05,?,Nenadus1,waltalgg,1-0
Rated Bullet game,https://lichess.org/6S8MIzBb,2020.08.05,?,waltalgg,misha12345678,1-0
Rated Bullet game,https://lichess.org/1x0eDJfV,2020.08.04,?,waltalgg,Donna19,0-1
Rated Bullet game,https://lichess.org/EZnIyyZg,2020.08.04,?,waltalgg,BAA78,0-1
Rated Bullet game,https://lichess.org/NqZz1XKm,2020.08.04,?,jaski225,waltalgg,0-1
Rated Bullet game,https://lichess.org/vMh81XhY,2020.08.04,?,Buckos73,waltalgg,1-0
Rated Bullet game,https://lichess.org/fu1uNkA2,2020.08.04,?,waltalgg,SpecialGarlicSauce,1-0
Rated Bullet game,https://lichess.org/VM3Pu1wh,2020.08.04,?,RLng,waltalgg,0-1
Rated Bullet game,https://lichess.org/ZyF6PQVq,2020.08.03,?,waltalgg,Chandru_99,0-1
Rated Bullet game,https://lichess.org/aiKdGH8J,2020.08.03,?,waltalgg,Gregory_9611,1-0
Rated Bullet game,https://lichess.org/ohZffup2,2020.08.03,?,waltalgg,Supini,1-0
Rated Blitz game,https://lichess.org/X1B5E1XQ,2020.08.03,?,jzhhy,waltalgg,1-0
Rated Bullet game,https://lichess.org/2kqGFfCc,2020.08.02,?,unlander33,waltalgg,1-0
Rated Bullet game,https://lichess.org/addBQC6M,2020.08.02,?,waltalgg,Saikiran18,0-1
Rated Bullet game,https://lichess.org/yEyjwb0o,2020.08.02,?,nqpqp,waltalgg,1-0
Rated Bullet game,https://lichess.org/5ZNJIRsY,2020.08.02,?,waltalgg,mi00kard,1-0
Rated Bullet game,https://lichess.org/bxpXqx0M,2020.08.02,?,soupbowl,waltalgg,1-0
Rated Bullet game,https://lichess.org/upUK0vzj,2020.08.02,?,waltalgg,Engulec,1-0
Rated Bullet game,https://lichess.org/pVHXIz7P,2020.08.02,?,abelon,waltalgg,0-1
Rated Bullet game,https://lichess.org/ycRNrEda,2020.08.02,?,waltalgg,vctr78,0-1
Rated Bullet game,https://lichess.org/NexohdyN,2020.08.02,?,elmell44,waltalgg,1-0
Rated Bullet game,https://lichess.org/0Dmyi1wb,2020.08.02,?,MascielDiaz,waltalgg,1-0
Rated Bullet game,https://lichess.org/TVwRm5q6,2020.08.02,?,littlejohnnyxx,waltalgg,0-1
Rated Bullet game,https://lichess.org/Bxvik9ps,2020.08.02,?,waltalgg,vctr78,1/2-1/2
Rated Bullet game,https://lichess.org/K6Hnrs2X,2020.08.02,?,waltalgg,abelon,1-0
Rated Bullet game,https://lichess.org/avWHvMIq,2020.08.02,?,waltalgg,Fant0m_17,1-0
Rated Bullet game,https://lichess.org/s93DCa4h,2020.08.02,?,STM_Rudy,waltalgg,1-0
Rated Bullet game,https://lichess.org/X48cwkt0,2020.08.02,?,RonakArora,waltalgg,1-0
Rated Bullet game,https://lichess.org/YyHnYjTv,2020.08.02,?,waltalgg,IluvatarEru,0-1
Rated Bullet game,https://lichess.org/7qjrDrA1,2020.08.02,?,waltalgg,JoustAnja,0-1
Rated Bullet game,https://lichess.org/VphWe9nv,2020.08.02,?,mrjenkaa,waltalgg,0-1
Rated Bullet game,https://lichess.org/u5bNe27n,2020.08.02,?,pensioner20061958,waltalgg,0-1
Rated Bullet game,https://lichess.org/i0aeysUN,2020.08.02,?,mrjenkaa,waltalgg,0-1
Rated Bullet game,https://lichess.org/nUxy6KEp,2020.08.02,?,waltalgg,mrjenkaa,0-1
Rated Bullet game,https://lichess.org/KlAn2bqm,2020.08.02,?,waltalgg,bekcikadir,0-1
Rated Bullet game,https://lichess.org/bSPlqm2i,2020.08.02,?,Edelmar,waltalgg,1-0
Rated Bullet game,https://lichess.org/aS7XrhCi,2020.08.02,?,Mouhamad2357,waltalgg,1-0
Rated Bullet game,https://lichess.org/1n0eZz4k,2020.08.01,?,Thosearemynutz,waltalgg,0-1
Rated Bullet game,https://lichess.org/ZgCUWsTt,2020.08.01,?,waltalgg,Bonboon7,0-1
Rated Bullet game,https://lichess.org/2FDVhmvc,2020.08.01,?,Kamei,waltalgg,0-1
Rated Bullet game,https://lichess.org/5jFpeEGk,2020.08.01,?,waltalgg,lesani,1-0
Rated Bullet game,https://lichess.org/9nbOEnBN,2020.08.01,?,waltalgg,mijacho,1-0
